,开仓时间,开仓价格,开仓参考时间,开仓参考价格,平仓时间,平仓价格,平仓参考时间,平仓参考价格,盈利,净值
0,2019-02-18 00:00:00,133.770000000000,2019-02-04 00:01:00,107.330000000000,2019-03-04 00:00:00,130.600000000000,2019-02-18 00:01:00,133.430000000000,-2.619739104433,0.973802608956
1,2019-03-11 00:00:00,135.370000000000,2019-02-25 00:01:00,132.360000000000,2019-03-12 00:00:00,132.670000000000,2019-02-26 00:01:00,138.060000000000,-2.244533500776,0.951945283166
2,2019-03-17 00:00:00,140.940000000000,2019-03-02 18:01:00,130.810000000000,2019-03-22 00:00:00,134.850000000000,2019-03-07 18:01:00,137.320000000000,-4.570987654321,0.908431981797
3,2019-03-24 00:00:00,137.280000000000,2019-03-09 18:01:00,136.200000000000,2019-03-25 19:02:00,132.600000000000,2019-03-11 13:03:00,131.390000000000,-3.659090909091,0.875191629736
4,2019-03-26 00:00:00,133.970000000000,2019-03-11 18:01:00,132.470000000000,2019-03-26 12:16:00,133.010000000000,2019-03-12 12:17:00,134.030000000000,-0.966578338434,0.866732217023
5,2019-03-27 00:00:00,134.140000000000,2019-03-13 00:01:00,133.600000000000,2019-04-22 00:00:00,168.590000000000,2019-04-08 00:01:00,173.890000000000,25.432123154913,1.087160621879
6,2019-05-07 00:00:00,172.980000000000,2019-04-23 00:01:00,170.510000000000,2019-05-08 00:00:00,169.070000000000,2019-04-24 00:01:00,169.180000000000,-2.510376922188,1.059868792521
7,2019-05-09 00:00:00,170.880000000000,2019-04-25 00:01:00,164.480000000000,2019-05-31 00:00:00,254.590000000000,2019-05-17 00:01:00,263.190000000000,48.737593632959,1.576423337662
8,2019-06-01 00:00:00,267.900000000000,2019-05-18 00:01:00,245.160000000000,2019-06-04 00:00:00,250.020000000000,2019-05-21 00:01:00,251.650000000000,-6.924132138858,1.467269702694
9,2019-06-06 00:00:00,245.620000000000,2019-05-23 00:01:00,243.420000000000,2019-06-08 00:00:00,248.780000000000,2019-05-24 23:00:00,249.630000000000,1.036540184024,1.482478542771
10,2019-06-14 00:00:00,254.670000000000,2019-05-30 23:00:00,252.600000000000,2019-06-15 00:00:00,262.480000000000,2019-05-31 23:00:00,262.840000000000,2.816713786469,1.524235720266
11,2019-06-18 00:00:00,273.140000000000,2019-06-03 23:00:00,257.910000000000,2019-07-06 00:00:00,287.320000000000,2019-06-22 00:01:00,293.750000000000,4.941476898294,1.599555476259
12,2019-07-09 00:00:00,311.960000000000,2019-06-25 00:01:00,311.850000000000,2019-07-10 00:00:00,307.460000000000,2019-06-26 00:01:00,317.120000000000,-1.692492627260,1.572483117754
13,2019-09-17 00:00:00,197.230000000000,2019-09-03 00:01:00,178.390000000000,2019-09-24 14:20:00,192.200000000000,2019-09-10 14:21:00,178.830000000000,-2.800321959134,1.528448527704
14,2019-10-10 00:00:00,192.610000000000,2019-09-26 00:01:00,169.810000000000,2019-10-11 11:22:00,184.290000000000,2019-09-27 11:23:00,164.800000000000,-4.569609573750,1.458604397452
