Date,Security,price,quantity
2018-01-08 12:00:00.000,BTC-USDT_Open,15632.48,-0.006404623205838102
2018-01-13 20:25:00.000,BTC-USDT_Open,14270.0,0.006404623205838102
2018-01-14 16:00:00.000,BTC-USDT_Open,13590.0,-0.007367192360029433
2018-01-15 20:47:00.000,BTC-USDT_Open,13949.0,0.007367192360029433
2018-01-16 08:00:00.000,BTC-USDT_Open,13500.0,-0.007416306975762963
2018-01-20 09:22:00.000,BTC-USDT_Open,11570.0,0.007416306975762963
2018-01-22 00:00:00.000,BTC-USDT_Open,11420.99,-0.008766327977942367
2018-01-25 09:29:00.000,BTC-USDT_Open,11399.9,0.008766327977942367
2018-01-26 00:00:00.000,BTC-USDT_Open,10998.99,-0.009102667078777233
2018-01-26 02:58:00.000,BTC-USDT_Open,11290.11,0.009102667078777233
2018-01-26 20:00:00.000,BTC-USDT_Open,10510.0,-0.00952617927429115
2018-01-27 00:01:00.000,BTC-USDT_Open,11222.0,0.00952617927429115
2018-01-27 04:00:00.000,BTC-USDT_Open,10932.99,-0.009157617831242871
2018-01-27 14:08:00.000,BTC-USDT_Open,11274.96,0.009157617831242871
2018-01-27 20:00:00.000,BTC-USDT_Open,11018.0,-0.009086961714721365
2018-01-27 23:47:00.000,BTC-USDT_Open,11333.64,0.009086961714721365
2018-01-29 16:00:00.000,BTC-USDT_Open,11320.0,-0.008844535704310954
2018-02-07 19:03:00.000,BTC-USDT_Open,8199.0,0.008844535704310954
2018-02-08 08:00:00.000,BTC-USDT_Open,7599.0,-0.013175436790735623
2018-02-09 17:59:14.789,BTC-USDT_Open,7789.9,0.013175436790735623
2018-02-21 12:00:00.000,BTC-USDT_Open,10919.0,-0.009169351055298104
2018-02-21 17:42:00.000,BTC-USDT_Open,11147.0,0.009169351055298104
2018-02-21 20:00:00.000,BTC-USDT_Open,10948.02,-0.009145045786617123
2018-02-26 21:02:00.000,BTC-USDT_Open,9955.55,0.009145045786617123
2018-03-06 12:00:00.000,BTC-USDT_Open,11280.01,-0.008875891437401208
2018-03-12 01:46:00.000,BTC-USDT_Open,9400.0,0.008875891437401208
2018-03-13 04:00:00.000,BTC-USDT_Open,8934.99,-0.011205400808820154
2018-03-13 12:15:00.000,BTC-USDT_Open,9300.75,0.011205400808820154
2018-03-13 20:00:00.000,BTC-USDT_Open,9049.47,-0.011063647282415436
2018-03-19 05:56:00.000,BTC-USDT_Open,8175.0,0.011063647282415436
2018-03-23 00:00:00.000,BTC-USDT_Open,8611.51,-0.011626316891323357
2018-03-24 07:54:00.000,BTC-USDT_Open,8840.56,0.011626316891323357
2018-03-24 20:00:00.000,BTC-USDT_Open,8723.0,-0.011477719153135389
2018-03-24 22:38:00.000,BTC-USDT_Open,8876.18,0.011477719153135389
2018-03-25 08:00:00.000,BTC-USDT_Open,8531.25,-0.01173569455505348
2018-04-02 19:13:00.000,BTC-USDT_Open,7071.0,0.01173569455505348
2018-04-04 20:00:00.000,BTC-USDT_Open,7055.0,-0.014191374085442948
2018-04-07 23:28:00.000,BTC-USDT_Open,6901.01,0.014191374085442948
2018-04-09 20:00:00.000,BTC-USDT_Open,6740.0,-0.014854620797151335
2018-04-11 21:39:00.000,BTC-USDT_Open,6953.0,0.014854620797151335
2018-04-12 16:00:00.000,BTC-USDT_Open,6826.62,-0.014666137000858405
2018-04-12 19:06:00.000,BTC-USDT_Open,6974.57,0.014666137000858405
2018-04-17 00:00:00.000,BTC-USDT_Open,7971.98,-0.012559005939904515
2018-04-19 04:18:00.000,BTC-USDT_Open,8149.0,0.012559005939904515
2018-04-26 00:00:00.000,BTC-USDT_Open,8972.09,-0.011159065967104653
2018-04-26 05:58:00.000,BTC-USDT_Open,9170.0,0.011159065967104653
2018-04-28 04:00:00.000,BTC-USDT_Open,9089.12,-0.011015383686517506
2018-04-28 16:35:00.000,BTC-USDT_Open,9246.33,0.011015383686517506
2018-05-01 08:00:00.000,BTC-USDT_Open,9246.01,-0.010828470245305812
2018-05-03 10:59:00.000,BTC-USDT_Open,9254.96,0.010828470245305812
2018-05-06 20:00:00.000,BTC-USDT_Open,9536.98,-0.010498097319361056
2018-05-10 21:17:00.000,BTC-USDT_Open,9378.97,0.010498097319361056
2018-05-11 04:00:00.000,BTC-USDT_Open,9085.0,-0.011020379105426527
2018-05-14 21:56:00.000,BTC-USDT_Open,8640.7,0.011020379105426527
2018-05-16 00:00:00.000,BTC-USDT_Open,8513.08,-0.0117607427831995
2018-05-19 19:58:00.000,BTC-USDT_Open,8295.0,0.0117607427831995
2018-05-31 00:00:00.000,BTC-USDT_Open,7324.81,-0.013668633612721694
2018-05-31 07:28:00.000,BTC-USDT_Open,7389.0,0.013668633612721694
2018-06-01 20:00:00.000,BTC-USDT_Open,7361.49,-0.013600527090684088
2018-06-02 06:25:00.000,BTC-USDT_Open,7466.02,0.013600527090684088
2018-06-04 20:00:00.000,BTC-USDT_Open,7505.0,-0.013340458917095269
2018-06-06 01:41:00.000,BTC-USDT_Open,7613.26,0.013340458917095269
2018-06-06 12:00:00.000,BTC-USDT_Open,7595.0,-0.01318237579628703
2018-06-06 15:17:00.000,BTC-USDT_Open,7648.33,0.01318237579628703
2018-06-07 04:00:00.000,BTC-USDT_Open,7523.1,-0.01330836279895256
2018-06-07 04:53:00.000,BTC-USDT_Open,7611.84,0.01330836279895256
2018-06-08 20:00:00.000,BTC-USDT_Open,7558.99,-0.0132451748411891
2018-06-08 23:58:00.000,BTC-USDT_Open,7582.12,0.0132451748411891
