,开仓时间,开仓价格,平仓时间,平仓价格,盈利,净值
0,2019-01-02 04:00:00,0.0007,2019-01-03 08:24:00,0.00072,2.6571428571428646,1.0265714285714287
1,2019-01-04 08:00:00,0.0007,2019-01-04 20:27:00,0.0007,-0.2,1.0245714285714287
2,2019-01-05 04:00:00,0.0007,2019-01-06 09:56:00,0.00069,-1.6285714285714323,1.0082857142857145
3,2019-01-06 20:00:00,0.00071,2019-01-07 09:16:00,0.00069,-3.0169014084507118,0.9781167002012073
4,2019-01-07 16:00:00,0.0007,2019-01-07 17:16:00,0.00069,-1.6285714285714323,0.961830985915493
5,2019-01-09 20:00:00,0.0007,2019-01-10 14:30:00,0.00072,2.6571428571428646,0.9884024144869217
6,2019-01-12 04:00:00,0.00066,2019-01-14 00:02:00,0.00065,-1.715151515151519,0.9712508993354065
7,2019-01-14 08:00:00,0.00064,2019-01-15 23:17:00,0.00065,1.3624999999999872,0.9848758993354064
8,2019-01-16 04:00:00,0.00066,2019-01-17 18:12:00,0.00066,-0.2,0.9828758993354064
9,2019-01-18 04:00:00,0.00068,2019-01-18 18:21:00,0.00067,-1.6705882352941213,0.9661700169824652
10,2019-01-19 08:00:00,0.00068,2019-01-20 02:20:00,0.00066,-3.141176470588243,0.9347582522765827
11,2019-01-20 08:00:00,0.00067,2019-01-20 19:29:00,0.00065,-3.1850746268656795,0.9029075060079259
12,2019-01-21 04:00:00,0.00066,2019-01-21 12:21:00,0.00066,-0.2,0.9009075060079259
13,2019-01-21 20:00:00,0.00067,2019-01-21 22:55:00,0.00065,-3.1850746268656795,0.8690567597392691
14,2019-01-23 00:00:00,0.00067,2019-01-23 15:31:00,0.00068,1.2925373134328397,0.8819821328735975
15,2019-01-27 12:00:00,0.00068,2019-01-27 17:48:00,0.00068,-0.2,0.8799821328735975
16,2019-01-28 04:00:00,0.00067,2019-01-28 22:04:00,0.00066,-1.6925373134328396,0.8630567597392691
17,2019-01-29 08:00:00,0.00065,2019-01-29 13:23:00,0.00064,-1.7384615384615258,0.8456721443546539
18,2019-01-29 20:00:00,0.00066,2019-01-30 08:10:00,0.00066,-0.2,0.8436721443546539
19,2019-01-31 00:00:00,0.00067,2019-01-31 17:58:00,0.00067,-0.2,0.8416721443546539
20,2019-02-03 08:00:00,0.0007,2019-02-03 23:15:00,0.00068,-3.0571428571428494,0.8111007157832254
21,2019-02-04 08:00:00,0.00069,2019-02-05 23:02:00,0.00069,-0.2,0.8091007157832254
22,2019-02-07 00:00:00,0.00069,2019-02-08 04:13:00,0.00069,-0.2,0.8071007157832254
23,2019-02-08 20:00:00,0.00071,2019-02-09 09:39:00,0.00074,4.025352112676051,0.8473542369099859
24,2019-02-09 16:00:00,0.00075,2019-02-10 01:38:00,0.00075,-0.2,0.8453542369099859
25,2019-02-10 04:00:00,0.00076,2019-02-10 14:09:00,0.00074,-2.831578947368428,0.8170384474363016
26,2019-02-11 04:00:00,0.00075,2019-02-12 08:16:00,0.00076,1.1333333333333369,0.828371780769635
27,2019-02-12 12:00:00,0.00077,2019-02-13 16:34:00,0.0008,3.6961038961039065,0.8653328197306741
28,2019-02-14 04:00:00,0.00078,2019-02-14 13:36:00,0.00079,1.0820512820512855,0.876153332551187
29,2019-02-15 00:00:00,0.00077,2019-02-16 03:40:00,0.00077,-0.2,0.874153332551187
30,2019-02-16 08:00:00,0.00078,2019-02-17 07:56:00,0.00077,-1.4820512820512854,0.8593328197306741
31,2019-02-17 16:00:00,0.00078,2019-02-17 20:12:00,0.00078,-0.2,0.8573328197306741
32,2019-02-18 04:00:00,0.00078,2019-02-19 17:46:00,0.00091,16.46666666666667,1.0219994863973407
33,2019-02-20 04:00:00,0.00092,2019-02-20 08:13:00,0.0009,-2.3739130434782667,0.998260355962558
34,2019-02-20 12:00:00,0.00091,2019-02-21 09:36:00,0.00095,4.195604395604396,1.040216399918602
35,2019-02-22 08:00:00,0.00096,2019-02-22 15:03:00,0.00096,-0.2,1.038216399918602
36,2019-02-22 20:00:00,0.00097,2019-02-23 04:07:00,0.00097,-0.2,1.036216399918602
37,2019-02-24 04:00:00,0.001,2019-02-24 22:04:00,0.00101,0.8000000000000027,1.044216399918602
38,2019-02-25 12:00:00,0.00095,2019-02-25 15:30:00,0.00093,-2.305263157894731,1.0211637683396548
39,2019-02-26 00:00:00,0.00093,2019-02-26 04:26:00,0.00093,-0.2,1.0191637683396548
40,2019-02-27 08:00:00,0.0009,2019-02-27 22:11:00,0.00089,-1.311111111111114,1.0060526572285438
41,2019-02-28 08:00:00,0.00092,2019-02-28 20:35:00,0.00092,-0.2,1.0040526572285438
42,2019-03-02 04:00:00,0.00094,2019-03-02 07:48:00,0.00089,-5.519148936170216,0.9488611678668416
43,2019-03-03 20:00:00,0.00093,2019-03-04 10:38:00,0.00091,-2.350537634408608,0.9253557915227555
44,2019-03-05 00:00:00,0.00087,2019-03-06 08:30:00,0.00095,8.995402298850575,1.0153098145112613
45,2019-03-06 16:00:00,0.00097,2019-03-07 13:25:00,0.00097,-0.2,1.0133098145112613
46,2019-03-08 16:00:00,0.00096,2019-03-09 06:02:00,0.00093,-3.324999999999997,0.9800598145112613
47,2019-03-09 12:00:00,0.00094,2019-03-09 21:32:00,0.00095,0.8638297872340455,0.9886981123836018
48,2019-03-10 20:00:00,0.00095,2019-03-11 13:05:00,0.00093,-2.305263157894731,0.9656454808046545
49,2019-03-12 04:00:00,0.00092,2019-03-12 16:00:00,0.00091,-1.2869565217391332,0.9527759155872632
50,2019-03-12 20:00:00,0.00094,2019-03-13 17:54:00,0.00092,-2.3276595744680795,0.9294993198425824
