,开仓时间,开仓价格,平仓时间,平仓价格,盈利,净值,参考时间,参考价格
0,2019-01-25 08:00:00,0.0006799999999999999,2019-01-26 08:00:00,0.0006799999999999999,-0.2,0.998,2019-01-02 08:00:00,0.0006900000000000001
1,2019-02-04 08:00:00,0.0006900000000000001,2019-03-17 08:00:00,0.00095,37.481159420289835,1.3728115942028984,2019-02-21 02:00:00,0.0009599999999999999
2,2019-03-23 08:00:00,0.00091,2019-03-24 08:00:00,0.0009199999999999999,0.8989010989010899,1.3818006051919094,2019-02-28 02:00:00,0.00091
3,2019-03-27 08:00:00,0.00095,2019-04-21 08:00:00,0.00103,8.22105263157896,1.464011131507699,2019-03-28 08:00:00,0.00105
4,2019-05-28 08:00:00,0.00091,2019-06-10 08:00:00,0.0008,-12.287912087912083,1.341132010628578,2019-05-17 06:59:00,0.00082
5,2019-06-13 08:00:00,0.00079,2019-06-14 08:00:00,0.00079,-0.2,1.339132010628578,2019-05-21 06:59:00,0.00079
6,2019-06-16 08:00:00,0.00078,2019-06-18 08:00:00,0.0007700000000000001,-1.4820512820512715,1.3243114978080652,2019-05-25 06:59:00,0.00081
7,2019-09-09 08:00:00,0.00036,2019-09-25 08:00:00,0.00033,-8.53333333333334,1.2389781644747317,2019-09-01 08:00:00,0.00035
8,2019-09-26 08:00:00,0.00033999999999999997,2019-10-03 08:00:00,0.00036,5.682352941176486,1.2958016938864967,2019-09-09 08:00:00,0.00036
9,2019-10-05 08:00:00,0.00037,2019-10-06 08:00:00,0.00037,-0.2,1.2938016938864967,2019-09-12 08:00:00,0.00037
10,2019-10-07 08:00:00,0.00037,2019-10-09 08:00:00,0.00039,5.205405405405405,1.3458557479405506,2019-09-15 08:00:00,0.00039
11,2019-10-19 08:00:00,0.00036,2019-10-27 08:00:00,0.00033999999999999997,-5.75555555555557,1.2883001923849948,2019-10-03 08:00:00,0.00036
12,2019-11-04 08:00:00,0.00036,2019-11-05 08:00:00,0.00037,2.5777777777777695,1.3140779701627725,2019-10-12 08:00:00,0.00037
13,2019-11-06 08:00:00,0.00039,2019-11-08 08:00:00,0.00037999999999999997,-2.764102564102571,1.2864369445217467,2019-10-15 08:00:00,0.00037999999999999997
14,2019-11-09 08:00:00,0.00039,2019-11-23 08:00:00,0.00036,-7.892307692307685,1.2075138675986699,2019-10-30 05:37:00,0.00036
15,2019-11-24 08:00:00,0.00037,2019-11-25 08:00:00,0.00035,-5.605405405405405,1.151459813544616,2019-11-01 05:37:00,0.00035
16,2019-11-27 08:00:00,0.00036,2019-11-29 08:00:00,0.00035,-2.977777777777785,1.121682035766838,2019-11-05 03:37:00,0.00037
17,2019-12-30 08:00:00,0.00036,2019-12-31 08:00:00,0.00036,-0.2,1.119682035766838,2019-12-07 08:00:00,0.00036
18,2020-01-01 08:00:00,0.00036,2020-01-02 08:00:00,0.00036,-0.2,1.117682035766838,2019-12-09 08:00:00,0.00037
19,2020-01-04 08:00:00,0.00036,2020-01-05 08:00:00,0.00036,-0.2,1.115682035766838,2019-12-12 08:00:00,0.00036
20,2020-01-06 08:00:00,0.00036,2020-01-08 08:00:00,0.00035,-2.977777777777785,1.08590425798906,2019-12-15 08:00:00,0.00036
21,2020-01-10 08:00:00,0.00035,2020-02-20 08:00:00,0.00041,16.942857142857143,1.2553328294176316,2020-01-27 01:06:00,0.00042
22,2020-02-26 08:00:00,0.00044,2020-02-27 08:00:00,0.0004,-9.29090909090909,1.1624237385085407,2020-02-03 01:06:00,0.00045
23,2020-04-07 08:00:00,0.00037999999999999997,2020-04-08 08:00:00,0.00037,-2.8315789473684143,1.1341079490348567,2020-03-15 08:00:00,0.00037999999999999997
24,2020-04-14 08:00:00,0.00036,2020-04-15 08:00:00,0.00036,-0.2,1.1321079490348567,2020-03-22 08:00:00,0.00037
25,2020-04-17 08:00:00,0.00037,2020-04-28 08:00:00,0.00035,-5.605405405405405,1.0760538949808027,2020-04-04 05:30:00,0.00035
26,2020-04-29 08:00:00,0.00036,2020-04-30 08:00:00,0.00033999999999999997,-5.75555555555557,1.018498339425247,2020-04-06 05:30:00,0.00035
27,2020-05-31 08:00:00,0.00029,2020-06-01 08:00:00,0.00028,-3.648275862068975,0.9820155808045572,2020-05-08 08:00:00,0.00028
28,2020-06-02 08:00:00,0.00028,2020-06-03 08:00:00,0.00028,-0.2,0.9800155808045572,2020-05-10 08:00:00,0.00029
29,2020-06-04 08:00:00,0.00028,2020-06-05 08:00:00,0.00028,-0.2,0.9780155808045572,2020-05-12 08:00:00,0.00028
30,2020-06-06 08:00:00,0.00029,2020-06-09 08:00:00,0.00028,-3.648275862068975,0.9415328221838675,2020-05-16 08:00:00,0.00028
31,2020-06-10 08:00:00,0.00028,2020-06-12 08:00:00,0.00027,-3.771428571428562,0.9038185364695819,2020-05-19 08:00:00,0.00027
32,2020-06-13 08:00:00,0.00027,2020-06-14 08:00:00,0.00028,3.5037037037036933,0.9388555735066189,2020-05-21 08:00:00,0.00027
